date,home_team,away_team,tournament,kickoff_utc
2027-05-23,Roma,Como,Serie A,2027-05-23 12:00:00+00:00
2027-05-23,Parma,Juventus,Serie A,2027-05-23 12:00:00+00:00
2027-05-23,Torino,Napoli,Serie A,2027-05-23 12:00:00+00:00
2027-05-23,Atalanta,Lecce,Serie A,2027-05-23 12:00:00+00:00
2027-05-23,Inter,Lazio,Serie A,2027-05-23 12:00:00+00:00
2027-05-23,Udinese,Sassuolo,Serie A,2027-05-23 12:00:00+00:00
2027-05-23,Frosinone,Cagliari,Serie A,2027-05-23 12:00:00+00:00
2027-05-23,Fiorentina,Monza,Serie A,2027-05-23 12:00:00+00:00
2027-05-23,Venezia,Milan,Serie A,2027-05-23 12:00:00+00:00
2027-05-23,Genoa,Bologna,Serie A,2027-05-23 12:00:00+00:00
2027-05-30,Milan,Udinese,Serie A,2027-05-30 12:00:00+00:00
2027-05-30,Juventus,Frosinone,Serie A,2027-05-30 12:00:00+00:00
2027-05-30,Monza,Torino,Serie A,2027-05-30 12:00:00+00:00
2027-05-30,Sassuolo,Inter,Serie A,2027-05-30 12:00:00+00:00
2027-05-30,Cagliari,Roma,Serie A,2027-05-30 12:00:00+00:00
2027-05-30,Lazio,Fiorentina,Serie A,2027-05-30 12:00:00+00:00
2027-05-30,Como,Genoa,Serie A,2027-05-30 12:00:00+00:00
2027-05-30,Napoli,Atalanta,Serie A,2027-05-30 12:00:00+00:00
2027-05-30,Lecce,Venezia,Serie A,2027-05-30 12:00:00+00:00
2027-05-30,Bologna,Parma,Serie A,2027-05-30 12:00:00+00:00
